"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USR0000CGOR","GORDON CALIFORNIA, CA US","40.7586","-120.8961","1889.8","2020-07","132",,,"40",,,,"92","43",,,"66.7","84.9","48.4"
"USR0000CGOR","GORDON CALIFORNIA, CA US","40.7586","-120.8961","1889.8","2020-08","227",,,"43",,,,"92","55",,,"67.7","84.4","50.9"
"USR0000CREA","REDDING AIRPORT CALIFORNIA, CA US","40.5158","-122.2906","152.4","2020-05","187",,,"42",,,,"100","2456",,,"67.5","81.2","53.7"
"USR0000CREA","REDDING AIRPORT CALIFORNIA, CA US","40.5158","-122.2906","152.4","2020-06","561",,,"48",,,,"113","2461",,,"77.3","92.7","61.9"
"USR0000CREA","REDDING AIRPORT CALIFORNIA, CA US","40.5158","-122.2906","152.4","2020-07","1133",,,"57",,,,"110","0",,,"83.5","101.4","65.6"
"USR0000CREA","REDDING AIRPORT CALIFORNIA, CA US","40.5158","-122.2906","152.4","2020-08","1712",,,"60",,,,"111","0",,,"83.7","101.0","66.3"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2020-05","46","0","0","32","0","0.0","0.11","87","4278","0.13","0.0","61.2","74.3","48.2"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2020-06","124","0","0","39","0","0.0","0.01","91","4366","0.01","0.0","64.7","78.3","51.0"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2020-07","369","0","0","48","0","0.0","0.00","94","2","0.00","0.0","72.8","85.8","59.9"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2020-08","712","0","0","54","0","0.0","0.25","95","2","0.30","0.0","76.1","87.6","64.5"
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2020-05","179",,,"47",,,,"90","1591",,,"66.6","77.2","56.1"
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2020-06","293",,,"51",,,,"93","1611",,,"68.1","79.4","56.9"
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2020-07","583",,,"54",,,,"99","0",,,"74.4","86.9","61.8"
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2020-08","1022",,,"55",,,,"103","0",,,"79.2","91.3","67.0"
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2020-05",,,"0",,,"0.0","0.15",,,"0.15","0.0",,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2020-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2020-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2020-05","185",,,"39",,,,"93","3061",,,"66.3","78.3","54.2"
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2020-06","371",,,"46",,,,"93","3105",,,"69.7","81.9","57.6"
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2020-07","811",,,"59",,,,"100","0",,,"79.2","91.2","67.2"
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2020-08","1347",,,"60",,,,"101","0",,,"82.3","93.2","71.3"
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2020-05","319","0","0","40","0","0.0","0.00","105","2413","0.00","0.0","72.9","91.2","54.6"
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2020-06","754","0","0","41","0","0.0","0.00","106","2414","0.00","0.0","79.4","96.5","62.4"
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2020-07","1388","0","0","59","0","0.0","0.00","113","0","0.00","0.0","85.5","103.0","67.9"
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2020-08","2120","0","0","57","0","0.0","0.01","116","0","0.01","0.0","88.6","105.9","71.3"
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2020-05",,,,"42",,,,"95",,,,"62.8","76.2","49.3"
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2020-08",,,,"52",,,"0.05","107",,"0.05",,"68.6","79.2","58.1"
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2020-05","41",,,"39",,,"0.85","94",,"1.41",,"61.9","76.2","47.5"
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2020-06","133",,,"46",,,"0.00","95",,"0.00",,"67.3","82.5","52.1"
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2020-07","186",,,"48",,,"0.00","91","15","0.00",,"66.2","80.0","52.5"
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2020-08","339",,,"48",,,"0.13","102","18","0.18",,"69.8","85.0","54.6"
"US1CAMT0019","CARMEL VALLEY VILLAGE 0.7 SSE, CA US","36.476316","-121.719656","135.9","2020-05",,,"0",,,"0.0","0.05",,,"0.11","0.0",,,
"US1CAMT0019","CARMEL VALLEY VILLAGE 0.7 SSE, CA US","36.476316","-121.719656","135.9","2020-06",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"US1CAMT0019","CARMEL VALLEY VILLAGE 0.7 SSE, CA US","36.476316","-121.719656","135.9","2020-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2020-05","10","1","0","30","1","0.6","0.18","88","5977","0.32","0.6","55.4","70.4","40.4"
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2020-06","50","0","0","27","0","0.0","0.19","90","6134","0.35","0.0","61.1","76.6","45.7"
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2020-07","198","0","0","48","0","0.0","0.32","92","3","0.32","0.0","69.7","86.6","52.7"
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2020-08","337","0","0","44","0","0.0","0.29","93","29","0.75","0.0","68.6","84.1","53.2"
"US1CAIN0008","INDEPENDENCE 0.2 NNW, CA US","36.806055","-118.201436","1193.0","2020-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0005","BISHOP 8.8 WNW, CA US","37.411456","-118.547408","1382.9","2020-06",,,,,,,,,,"0.02",,,,
"US1CAIN0005","BISHOP 8.8 WNW, CA US","37.411456","-118.547408","1382.9","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0067","LA PALMA 0.6 WNW, CA US","33.8531881","-118.048944","18.6","2020-05",,,"0",,,"0.0","0.07",,,"0.07","0.0",,,
"US1CAOR0067","LA PALMA 0.6 WNW, CA US","33.8531881","-118.048944","18.6","2020-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0067","LA PALMA 0.6 WNW, CA US","33.8531881","-118.048944","18.6","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0067","LA PALMA 0.6 WNW, CA US","33.8531881","-118.048944","18.6","2020-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2020-05","283",,,"52",,,"1.04","104",,"2.79",,"71.3","84.5","58.1"
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2020-06","686",,,"50",,,"0.00","108",,"0.00",,"78.3","92.6","64.0"
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2020-07","1224",,,"60",,,"0.00","106","0","0.00",,"82.3","98.6","66.1"
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2020-08","1797",,,"58",,,"0.00","109","0","0.00",,"83.5","98.1","68.8"
"US1CAIN0004","BISHOP 1.7 NW, CA US","37.38781","-118.4141","1274.4","2020-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2020-05","99",,,"38",,,"0.02","106","2523","0.03",,"65.4","84.7","46.0"
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2020-06","257",,,"43",,,"0.00","105","2531","0.00",,"70.0","89.2","50.8"
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2020-07","496",,,"47",,,"0.00","108","5","0.00",,"72.5","92.2","52.8"
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2020-08","881",,,"50",,,"0.08","114","5","0.10",,"77.4","97.2","57.6"
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2020-05",,,"0",,,"0.0","1.68",,,"6.42","0.0",,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2020-06",,,"0",,,"0.0","0.78",,,"1.01","0.0",,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2020-08",,,"0",,,"0.0","0.15",,,"0.17","0.0",,,
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2020-05","70",,,"39",,,"0.45","89","3402","0.68",,"61.7","73.7","49.8"
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2020-06","166",,,"45",,,"0.22","89","3473","0.22",,"65.8","77.1","54.6"
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2020-07","423",,,"47",,,"0.00","95","1","0.00",,"73.3","85.5","61.1"
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2020-08","824",,,"52",,,"0.02","101","1","0.02",,"77.9","89.7","66.2"
"US1CAMT0020","CASTROVILLE 1.6 ENE, CA US","36.777","-121.72694","5.2","2020-05",,,"0",,,"0.0","0.15",,,"0.36","0.0",,,
"US1CAMT0020","CASTROVILLE 1.6 ENE, CA US","36.777","-121.72694","5.2","2020-06",,,"0",,,"0.0","0.05",,,"0.05","0.0",,,
"US1CAMT0020","CASTROVILLE 1.6 ENE, CA US","36.777","-121.72694","5.2","2020-07",,,"0",,,"0.0","0.04",,,"0.04","0.0",,,
"US1CAMT0020","CASTROVILLE 1.6 ENE, CA US","36.777","-121.72694","5.2","2020-08",,,,,,,"0.02",,,"0.06",,,,
"USC00045502","MECCA FIRE STATION, CA US","33.5697","-116.073","-55.8","2020-05",,,,,,,"0.00",,,"0.00",,,,
"USC00045502","MECCA FIRE STATION, CA US","33.5697","-116.073","-55.8","2020-06",,,,,,,"0.00",,,"0.00",,,,
"USC00045502","MECCA FIRE STATION, CA US","33.5697","-116.073","-55.8","2020-07",,,,,,,"0.00",,,"0.00",,,,
"USC00045502","MECCA FIRE STATION, CA US","33.5697","-116.073","-55.8","2020-08",,,,,,,"0.00",,,"0.00",,,,
"USC00041149","BUCKHORN, CA US","40.87972","-121.93168","1127.8","2020-05",,"0","0",,"0","0.0","1.97",,,"8.49","0.0",,,
"USC00041149","BUCKHORN, CA US","40.87972","-121.93168","1127.8","2020-06",,"0","0",,"0","0.0","0.26",,,"0.46","0.0",,,
"USC00041149","BUCKHORN, CA US","40.87972","-121.93168","1127.8","2020-07",,"0","0",,"0","0.0","0.00",,,"0.00","0.0",,,
"USC00041149","BUCKHORN, CA US","40.87972","-121.93168","1127.8","2020-08",,"0","0",,"0","0.0","1.90",,,"1.90","0.0",,,
"USC00042239","CUYAMACA, CA US","32.9897","-116.5872","1414.3","2020-05","27",,,"37",,,"0.59","86","4357","0.78",,"59.3","71.9","46.7"
"USC00042239","CUYAMACA, CA US","32.9897","-116.5872","1414.3","2020-06","66",,,"41",,,"0.09","87","4475","0.13",,"62.4","74.6","50.2"
"USC00042239","CUYAMACA, CA US","32.9897","-116.5872","1414.3","2020-07","232",,,"42",,,"0.00","91","16","0.00",,"69.8","83.0","56.6"
"USC00042239","CUYAMACA, CA US","32.9897","-116.5872","1414.3","2020-08","525",,,"49",,,"0.09","96","19","0.09",,"74.4","87.6","61.2"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2020-05","294",,,"45",,,"0.37","106","1927","0.43",,"71.8","88.6","55.0"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2020-06","657",,,"45",,,"0.00","107","1931","0.00",,"77.0","94.2","59.7"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2020-07","1184",,,"57",,,"0.00","107","0","0.00",,"82.0","100.2","63.8"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2020-08","1768",,,"59",,,"0.00","109","0","0.00",,"83.8","100.8","66.9"
"USW00093205","MARYSVILLE AIRPORT ASOS, CA US","39.1019","-121.5677","18.9","2020-05","204",,,"46",,,"0.41","103","2379","0.86",,"69.6","84.3","54.8"
"USW00093205","MARYSVILLE AIRPORT ASOS, CA US","39.1019","-121.5677","18.9","2020-06","535",,,"47",,,"0.02","107","2383","0.02",,"75.9","92.4","59.4"
"USW00093205","MARYSVILLE AIRPORT ASOS, CA US","39.1019","-121.5677","18.9","2020-07","958",,,"53",,,"0.00","105","0","0.00",,"78.6","96.9","60.4"
"USW00093205","MARYSVILLE AIRPORT ASOS, CA US","39.1019","-121.5677","18.9","2020-08","1441",,,"54",,,"0.10","110","0","0.11",,"80.6","97.2","63.9"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","35.23722","-120.64139","61.0","2020-05","51","0","0","44","0","0.0","0.05","91","2083","0.09","0.0","63.4","75.9","50.9"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","35.23722","-120.64139","61.0","2020-06","103","0","0","48","0","0.0","0.00","97","2114","0.00","0.0","65.7","77.6","53.8"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","35.23722","-120.64139","61.0","2020-07","148","0","0","48","0","0.0","0.00","89","13","0.00","0.0","66.0","77.3","54.7"
"USW00093206","SAN LUIS OBISPO MCCHESNEY FIELD, CA US","35.23722","-120.64139","61.0","2020-08","311","0","0","49","0","0.0","0.01","100","19","0.01","0.0","70.1","83.0","57.2"
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","2020-05","0","30",,"22","38",,"0.90","73","8645","4.70",,"43.0","53.0","32.9"
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","2020-06","0","0",,"26","0",,"1.20","77","9124","3.70",,"49.0","59.9","38.2"
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","2020-07","0","0",,"33","0",,"0.10","80","206","0.30",,"58.4","72.3","44.4"
"USS0020H12S","DISMAL SWAMP, CA US","41.99","-120.18","2243.3","2020-08","3","0",,"37","0",,"0.20","82","372","0.69",,"59.7","72.5","47.0"
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2020-05",,,"0",,,"0.0","0.12",,,"0.12","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2020-06",,,"0",,,"0.0","0.05",,,"0.09","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0013","BISHOP 1.4 WNW, CA US","37.3786","-118.4178","1281.1","2020-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0013","BISHOP 1.4 WNW, CA US","37.3786","-118.4178","1281.1","2020-06",,,"0",,,"0.0","0.02",,,"0.02","0.0",,,
"US1CAIN0013","BISHOP 1.4 WNW, CA US","37.3786","-118.4178","1281.1","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0013","BISHOP 1.4 WNW, CA US","37.3786","-118.4178","1281.1","2020-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0012","BISHOP 1.7 SW, CA US","37.3474","-118.41534","1286.6","2020-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0012","BISHOP 1.7 SW, CA US","37.3474","-118.41534","1286.6","2020-06",,,"0",,,"0.0","0.03",,,"0.03","0.0",,,
"US1CAIN0012","BISHOP 1.7 SW, CA US","37.3474","-118.41534","1286.6","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAIN0012","BISHOP 1.7 SW, CA US","37.3474","-118.41534","1286.6","2020-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CASH0018","REDDING 3.6 N, CA US","40.623488","-122.353615","184.1","2020-05",,,,,,,"0.86",,,"4.23",,,,
"US1CASH0018","REDDING 3.6 N, CA US","40.623488","-122.353615","184.1","2020-06",,,"0",,,"0.0","0.07",,,"0.07","0.0",,,
"US1CASH0018","REDDING 3.6 N, CA US","40.623488","-122.353615","184.1","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CASH0018","REDDING 3.6 N, CA US","40.623488","-122.353615","184.1","2020-08",,,"0",,,"0.0","0.02",,,"0.02","0.0",,,
"US1CAMT0033","SALINAS 3.2 NNW, CA US","36.7281731","-121.6562124","32.0","2020-05",,,,,,,"0.31",,,"0.55",,,,
"US1CAMT0033","SALINAS 3.2 NNW, CA US","36.7281731","-121.6562124","32.0","2020-06",,,,,,,"0.03",,,"0.03",,,,
"US1CAMT0033","SALINAS 3.2 NNW, CA US","36.7281731","-121.6562124","32.0","2020-07",,,,,,,"0.02",,,"0.05",,,,
"US1CAMT0033","SALINAS 3.2 NNW, CA US","36.7281731","-121.6562124","32.0","2020-08",,,,,,,,,,"0.01",,,,
"USC00047933","SANTA MARGARITA BOOST, CA US","35.3741","-120.6375","349.9","2020-05",,,,,,,"0.52",,,"0.52",,,,
"USC00047933","SANTA MARGARITA BOOST, CA US","35.3741","-120.6375","349.9","2020-06",,,,,,,"0.00",,,"0.00",,,,
"USC00047933","SANTA MARGARITA BOOST, CA US","35.3741","-120.6375","349.9","2020-07",,,,,,,"0.00",,,"0.00",,,,
"USC00047933","SANTA MARGARITA BOOST, CA US","35.3741","-120.6375","349.9","2020-08",,,,,,,"0.03",,,"0.06",,,,
"USC00041159","BUCKS CREEK, CA US","39.9372","-121.3147","576.4","2020-05",,"0","0",,"0","0.0","1.63",,,"4.80","0.0",,,
"USC00041159","BUCKS CREEK, CA US","39.9372","-121.3147","576.4","2020-06",,"0","0",,"0","0.0","0.09",,,"0.17","0.0",,,
"USC00041159","BUCKS CREEK, CA US","39.9372","-121.3147","576.4","2020-07",,"0","0",,"0","0.0","0.00",,,"0.00","0.0",,,
"USC00041159","BUCKS CREEK, CA US","39.9372","-121.3147","576.4","2020-08",,"0","0",,"0","0.0","0.05",,,"0.10","0.0",,,
"USC00043578","GRATON, CA US","38.4305","-122.8647","61.0","2020-05","51",,,"36",,,"0.54","97",,"2.20",,"62.7","78.3","47.0"
"USC00043578","GRATON, CA US","38.4305","-122.8647","61.0","2020-06","148",,,"42",,,"0.00","98",,"0.00",,"67.7","85.7","49.8"
"USC00043578","GRATON, CA US","38.4305","-122.8647","61.0","2020-07","241",,,"45",,,"0.01","99","4","0.05",,"67.9","85.1","50.6"
"USC00043578","GRATON, CA US","38.4305","-122.8647","61.0","2020-08","448",,,"46",,,"0.08","109","9","0.11",,"71.5","89.8","53.2"
"USC00046602","PACOIMA DAM FC33A E, CA US","34.3294","-118.4005","472.4","2020-05",,,,,,,"0.51",,,"0.70",,,,
"USC00046602","PACOIMA DAM FC33A E, CA US","34.3294","-118.4005","472.4","2020-06",,,,,,,"0.03",,,"0.05",,,,
"USC00046602","PACOIMA DAM FC33A E, CA US","34.3294","-118.4005","472.4","2020-07",,,,,,,"0.00",,,"0.00",,,,
"USC00046602","PACOIMA DAM FC33A E, CA US","34.3294","-118.4005","472.4","2020-08",,,,,,,"0.00",,,"0.00",,,,
"US1CAOR0072","YORBA LINDA 2.2 WSW, CA US","33.873","-117.7995","96.3","2020-06",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"US1CAOR0072","YORBA LINDA 2.2 WSW, CA US","33.873","-117.7995","96.3","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CAOR0072","YORBA LINDA 2.2 WSW, CA US","33.873","-117.7995","96.3","2020-08",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CASH0010","REDDING 7.9 NNE, CA US","40.67211","-122.29128","207.6","2020-05",,,,,,,"1.06",,,"4.58",,,,
"US1CASH0010","REDDING 7.9 NNE, CA US","40.67211","-122.29128","207.6","2020-06",,,"0",,,"0.0","0.09",,,"0.09","0.0",,,
"US1CASH0010","REDDING 7.9 NNE, CA US","40.67211","-122.29128","207.6","2020-07",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1CASH0010","REDDING 7.9 NNE, CA US","40.67211","-122.29128","207.6","2020-08",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"USC00043573","GRASS VALLEY NUMBER 2, CA US","39.2041","-121.068","731.5","2020-05","54","0","0","40","0","0.0","1.29","94","3800","4.40","0.0","60.5","73.1","47.9"
"USC00043573","GRASS VALLEY NUMBER 2, CA US","39.2041","-121.068","731.5","2020-06","202","0","0","42","0","0.0","0.03","98","3866","0.03","0.0","67.7","81.6","53.9"
"USC00043573","GRASS VALLEY NUMBER 2, CA US","39.2041","-121.068","731.5","2020-07","489","0","0","53","0","0.0","0.00","95","0","0.00","0.0","74.3","89.0","59.5"
"USC00043573","GRASS VALLEY NUMBER 2, CA US","39.2041","-121.068","731.5","2020-08","841","0","0","55","0","0.0","0.02","101","0","0.02","0.0","76.4","91.5","61.2"
"USR0000CRAV","RAVENDALE CALIFORNIA, CA US","40.7308","-120.3164","1614.8","2020-05","9",,,"26",,,,"89","6484",,,"53.1","67.7","38.5"
"USR0000CRAV","RAVENDALE CALIFORNIA, CA US","40.7308","-120.3164","1614.8","2020-06","62",,,"30",,,,"95","6691",,,"59.9","76.0","43.7"
"USR0000CRAV","RAVENDALE CALIFORNIA, CA US","40.7308","-120.3164","1614.8","2020-07","225",,,"40",,,,"95","12",,,"69.9","88.0","51.8"
"USR0000CRAV","RAVENDALE CALIFORNIA, CA US","40.7308","-120.3164","1614.8","2020-08","392",,,"45",,,,"95","12",,,"70.4","87.5","53.2"
"US1CAOR0070","SAN JUAN CAPISTRANO 0.9 W, CA US","33.50066","-117.6685","33.2","2020-05",,,"0",,,"0.0","0.04",,,"0.05","0.0",,,
